userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
User asked how to change their credit card number.,,"Agent provided detailed steps to change the credit card number for a TiVo account, including signing in, selecting payment method, updating information, and saving changes. Also noted that only US-based and non-prepaid cards are accepted.",Payment Method Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcQXIq4neetDZ6tYtt8ZapcLUw13wamQYLrddod8RKGONuqS2gg3BLJf9D73lNbTUC1usj0eoCa,2025-02-04T13:55:46.073156Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,DHFAmowaHjwy9HSS5nKNU,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked about the meaning of error C213.,,"C213 Error indicates network issues on TiVo devices, affecting internet connectivity. Troubleshooting tips were provided.",Error Codes,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjPimUyTaiz50zm6Xb8TgYYfCWbBbUNvWEjlKkUdp7zxz3zYpFxVZJnTo6dwm5sEpG0bbHqLIrU,2025-02-04T13:29:20.387295Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,pTSIRPtClBkghwfq_FDH2,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User unable to cancel account, cannot log in, and requests charge reversal.",escalate-to-agent,Agent acknowledged the issues and will connect the user to a support agent for assistance.,Account Access Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbxcHPzcGE71mZ1I5pEXzMaJVqlM0jTChIi5EPtfe1dsVOLTffvLIp9MsBJTgDIO08kVCYdleuC,2025-02-04T13:28:21.481808Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,AWzULU4c--LA5FgKX_35C,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and internal errors.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGinWy3VGU8hmLWSewxAT2a1slA4CjY1B1bHrbmQuLOwIppl23AodfUaJyDwFuwdyqETTGGcydzI,2025-02-04T12:38:49.981127Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,lr4G0587qNmuxzT_Cv2Ri,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, priority settings, and internal errors.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjObu6GsDRkiubCHJDG7jCygmLBMFhCbDDQ3Vh7Q9LhsE9u5EMpn9FqinarIQrkKmLvoVbJaPae,2025-02-04T12:38:49.326363Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,p7hF1D9cZsjqrJf5GAc21,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about what to do if TiVo is not recording shows.,,"Provided troubleshooting steps for TiVo not recording shows, including checking power, recording conflicts, priority settings, and network schedule changes.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaD2jo07knLJO63San9ym5Ae5MUzqi8plEXrMUVBRV8IXBmc6EmwEyxgJzvN5HhbBBDYAuC9jqm,2025-02-04T12:38:48.783317Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,6MAZQMLdyKs9YTN8fqDeS,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,"Agent requested clarification on which TiVo device the user is setting up, as the setup process varies by device.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeAkvXEh819rCGKvsGiLekTFcVLVvVqm8EH7kglYM5kkIi7iYV2UiJEHei4L6bMixYPRVINKVfw,2025-02-04T11:08:07.259850Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,OIKwITZa18CiBwCONrkFc,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested activation process for TiVo Stream 4K.,,"Provided detailed steps for activating the TiVo Stream 4K, including links for user agreement and setup guide.",Technical Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZCBDtmp26tqXI13IDg7FGcAG7wuFmM7eor9G3u9pljc24QVcq41dNdZukI2tVOsCoBof0ZmhVLtgxPAtKDvY,2025-02-04T10:53:39.638033Z,,0m,,,,0,API,chatbot,,GOOD,,x9587v4dzwputoc2h7d8fvl9,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User reports remote flashes red twice and yellow twenty times, while still functioning. Other remotes do not exhibit this behavior.",,"Agent explains the remote is in IR mode and provides steps to switch to IR or pair in RF mode, including troubleshooting tips and a link for more information.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdYgXsU1jCwB7ERvi5yG3Iv3sYxHcoMB5LFlzpVRaVRnH06enuFRJha2CANGcdMHEDlIv7vsgdQ,2025-02-04T09:03:01.498331Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,KjKBvpSe-PCxGdAyApock,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user asked about the C133 error and how to troubleshoot it.,,"The agent explained the C133 error as a temporary service connection issue and provided detailed troubleshooting steps including checking connections, restarting equipment, and verifying network settings.",Service Connection Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdj6CepNSYKQQwHxKV50cXBctfiDnw7GWx9xUBuQHg0rBsicRSTlMRGQJg3r0ycD5nj9B0awRYS,2025-02-04T08:49:46.341627Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,Ly_5_Q6NxLry8Z2ITROEe,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User asked how to transfer recordings from TiVo, how to troubleshoot TiVo not recording shows, and how to set up their TiVo device.",escalate-to-agent,"Agent provided steps for transferring recordings, troubleshooting tips for TiVo not recording, and asked for clarification on which TiVo product the user needs setup instructions for. The agent then escalated the request to connect the user with a support agent for further assistance.",TiVo DVR Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhAeKMWKm0ZAjtwF0k5LadMpotYkVvECUiPI7BG2ux8KeT5Tu5lThAnjC9uIuHAzuXTBApfwD7k,2025-02-04T08:30:00.308054Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,b053gn7elpLYeW9JMsCty,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about transferring recordings from TiVo to another device.,,"Provided steps to transfer recordings from one TiVo DVR to another, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGk2KUsYIsDufWiV8DejRhAUTnjwZpU0r572kC04JW3D6GlsbJwvhCMDutBiavxiuIgWkgxqfjJE,2025-02-04T08:29:59.903705Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,tARJw7MsLFVMweLYGkGxC,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,"Agent provided step-by-step instructions for transferring recordings between TiVo DVRs, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjQiZLRgfgQHnrlTMCA6HaHI4vBp5Nge3aNXMXcU8vVCcEvuUIEDQ4LYe7dEp7AKs7fDvu9UZy0,2025-02-04T08:29:58.198426Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,pnDNzCKz3fYYYSIMg_kw9,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"User is having trouble with their TiVo Stream 4K remote control; volume, power, mute, channel, guide, input buttons are not working.",escalate-to-agent,"Agent provided troubleshooting steps for the TiVo Stream 4K remote, including checking power connection, pairing the remote, factory resetting, and unpairing. User reported that the remote still doesn't work, and agent offered to connect them to a support agent for further assistance.",Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiSuV9KeHVSRaK2IuMmejLqXpkQuGopJgeG3rH74ahjkPHiSe9qbQmDy7GHjspRG5xOC35tDGjc,2025-02-04T08:07:25.448170Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,jYqnHIcJq3x7jvYANq06z,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User is having trouble with remote control; volume and power buttons are not working despite resetting.,,Agent asked for clarification on which TiVo product the remote is used with to provide accurate troubleshooting steps.,Remote Control Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGf76xa77vl7hjAdoi68MKdHYqhhf9kz1xNngqgaDv3plaxeKAQVJEnKOC0wt3cyenNYwVldcMCK,2025-02-04T08:04:37.320093Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,U8QS5L5k6t98dk75L45pn,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User is unable to activate their TiVo Stream 4K.,,"Provided troubleshooting steps for activating TiVo Stream 4K, including checking the activation code, internet connection, restarting the device, and clearing app cache and data.",Device Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGgi4TLBXbVpnlog2ywj3ElloWUk95Ylcy0PdRL0SSzBWb5HwJIMLyRJ0etDlK4JJZlKPhGB7q3o,2025-02-04T07:53:41.292927Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,_HLhHOENbsTOkvbxnW4bF,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Inquired about how to terminate TiVo service.,,Provided steps to terminate TiVo service and mentioned contacting support if issues arise.,Service Termination,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGa36JMsLw6WLv2VdsIQjDdolcGNFEuYlcxJzaDqbdJBmQJykTIGbdJjP9woJaT6cdOo25kcHQNY,2025-02-04T06:22:06.894616Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,5Js7q97gF8U9KCvhiZz_3,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device.,,"Agent provided step-by-step instructions for transferring recordings between TiVo DVRs, including important notes about transfer limitations.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGk1l4m2tEBxosXYtPk0hdINPE2nEnCUL7FelGSRHA66qXt8QHC10k1QCp2znuL7TlLvJvHiNjs4,2025-02-04T06:19:51.076119Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,t2s3dQIaTV8obRJleQhzR,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to add apps.,,Agent provided instructions on how to add apps on the TiVo device through the My Apps carousel and included a link for detailed instructions.,App Management,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiIli48N1yB6C44OWuacDX53W4ge4pdGN5qtUQ9EjfKfxHOQzEaqE0yDjYNEOj6gGqdTVdvfc96,2025-02-04T05:40:23.284627Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,iQrCtpM8VloXP3Bi8n7XB,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired if TiVo BOLT VOX is newer than TiVo Roamio and if it has the Peacock app.,,Confirmed that TiVo BOLT VOX is newer than TiVo Roamio and mentioned that Peacock app is not available on BOLT VOX.,Product Comparison,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhqMzTdbyzAcZSU2REQlzDP3QwtSb0n6k3RDGJ9aGXJG1y2h3GFfviifEQZeVps4bxvxMKtYZT2,2025-02-04T05:36:23.437493Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,fn6aSQRaPF_Xurr7eJSF1,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked for help with TiVo not recording shows.,,"Agent provided troubleshooting steps for TiVo recording issues, including checking power, recording conflicts, and settings adjustments.",TiVo Recording Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeJooyCJjxuAA57UoRuIdZX02Pha5rjnxtvTi3GNw3DhaKGqowScUqHiRI6gBeA01n2MTFusaRg,2025-02-04T05:05:26.288578Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,P54jIhj3BcnFj5Sdtq2Fi,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,1,0,,,
User asked how to transfer recordings from TiVo to another device.,,"Agent provided step-by-step instructions for transferring recordings between TiVo DVRs, including limitations and a link for more details.",TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkMsyPlft6bB5NFkiMiQAYBfchX42kJ8c6an4Pp48i2nWBPmsJYHgDX7L6VBxUmBhQtLVZGWIU8,2025-02-04T04:35:21.742170Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,vXhNJXZNB4Hr2frkRO0TY,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested to cancel TiVo service.,,Provided steps to cancel TiVo service and explained fees related to cancellation.,Service Cancellation Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_ZC7zjSmTtjDnaUhUZPXhEDOumrYawx3hx47CtraJfczJoVZFd8S0d0lEtr3QpCZXGEcm7joe6Zvu2f9ejCKq,2025-02-04T04:24:44.700520Z,,0m,,,,0,API,chatbot,,GOOD,,how6qoefb7nz476uo6earqk0,Resolved,MEDIUM,MARKDOWN;FORMS;IMAGES;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The user inquired about the downfalls of getting a TiVo and sought simpler alternatives.,,"The agent provided information on the potential downfalls of TiVo, including cost, complexity, compatibility, and internet dependency. They suggested the TiVo Stream 4K as a less complex option and mentioned basic streaming devices like Chromecast or Roku as even simpler alternatives.",Product Evaluation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGck3UusCNRmyasQMIwyRpiSSwW0UdGnXGKC4cikKYlSKGCp1m1aTTCBDsrpgfvhmLOtExVh0pwC,2025-02-04T04:16:29.954200Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,FD_8iHrND_Ki3KBCN-Dum,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"The user asked for prices of TiVo products, competitors' prices, similar DVRs, and potential downsides of getting a TiVo.",,"The agent provided pricing for various TiVo DVR products and explained potential downsides of getting a TiVo. However, the agent could not provide information about competitors or similar DVRs.",Pricing Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaWzKPOgKplPy9peooOEAK5d1heQ0Sek8QtDyfmivvssAj0I9Z7KbGSndTt4FoV2zbLdUnhUyWa,2025-02-04T04:13:31.606023Z,,2m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,MISSING_GENERAL_KNOWLEDGE,8ToWMFXV96Ijvn83qKhB4,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"The customer inquired about purchasing a TiVo box, the available TiVo products, details about TiVo Stream 4K, pricing for each option, and competitor prices.",escalate-to-agent,"The agent provided information on how to purchase a TiVo box, described different TiVo products, detailed the features of TiVo Stream 4K, and shared pricing for TiVo Stream 4K. The agent also stated they cannot provide competitor pricing and offered to connect the customer to another agent for purchasing assistance.",TiVo Services Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfmbJPFQKcMz7RXvAXh3nOvdlvMXJKysphars8qcR9D6XxD4P1SMMC5Yf0kQE5SG0ORN68GMuPs,2025-02-04T04:09:26.052721Z,,3m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,YpPTckhh9-vPbWC0JB3Rx,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User cannot pair their remote with a TiVo cable box for Astound Cable.,,"Agent provided detailed steps to pair the TiVo remote with the cable box, including troubleshooting tips if pairing fails.",Remote Pairing Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGd4Q2LKNTsh50L3iZH9ncOnvzKl4seu8nw3K7y1lF5UTDH4Nd70FyVOOmNL9FdyzG4a2GFIOpfw,2025-02-04T04:08:02.523742Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,HVr5U6_CxWhCFHjbeXokR,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User inquired about TiVo's operation and expressed a desire to cancel their service.,,Agent confirmed TiVo is operating and provided detailed steps for canceling the service.,Device Capabilities Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeeRzoTfYBmEisgcwLMVDV5P2RJLpUsb9Q52I3UycaBfwjK2nXZ6Y3L6sEvdCp7SNifrdr9pnXQ,2025-02-04T03:31:50.772855Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,RNCn6AguYFKV-Y-Koo0Gw,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User lost a TiVo Mini and inquired about replacing it and linking a new one to their account without additional fees.,,Agent provided information on purchasing a new TiVo Mini and confirmed it can be linked to the user's account at no extra cost.,Lost Device,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhUd0BY7812RWG8kZ4VfXbB1xa1CB3OLwfaJDXtuVBti0FUYIZkdAHGicDOPIIQZb3NmGS9WYOC,2025-02-04T03:29:32.170011Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,d8C36VbwMjZdfxT27TUfN,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to transfer recordings from TiVo to another device and how to transfer lifetime service.,,Agent provided steps for transferring recordings between TiVo DVRs and explained the process for transferring ownership of a TiVo device with Lifetime Service.,TiVo Recording Transfer,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGbyxCvlj6Jvp1WEkHpn6b40nZ4ZtPHgSvIuv8hr8vDkT3YdztT3n6LQoYjXGihE2yaA8eYHfgoe,2025-02-04T03:19:27.931509Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,AzKzcRPEZ139TGLg2gOvx,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested to cancel service.,,Provided steps to cancel TiVo service and mentioned contacting support if issues arise.,Service Cancellation Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGep69q9isNMKFk1Dv21Z13qHfQYD19nvzxihYK1HXvpu3YpLpc3XmiMqSfJoVEV3SSpnvrzc8RA,2025-02-04T03:13:58.957614Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,ScnHhh83V75pSEfNiicmF,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
"The customer expressed frustration and reported that their TV is frozen, but could not identify the TiVo product.",escalate-to-agent,"The agent offered assistance for the frozen TV issue and asked for clarification on the TiVo product being used. When the customer couldn't identify the product, the agent suggested connecting to a support agent.",User Frustration,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGa4K8iFRPODLsekWVwj3XoisZVo4jMPFFjz8qLPdTyPy9wm1XfpfZ42m1FyhznDBkFhkZsEZsv6,2025-02-04T03:06:48.261300Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,5jIMTrIInHggy2coZFVdk,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The customer reported their TV is frozen and they are unsure which TiVo product they have.,escalate-to-agent,The agent asked for clarification on which TiVo product the customer is using and offered to connect them to a support agent for further assistance.,TV Malfunction,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGefLFjFtM7QFLwc5fU2VOEQTvnbfVogkJbhkDnrNDhwR1WmbplynNtptuKyIRLFQllGEc3lW51I,2025-02-04T03:04:57.096628Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,Revz3pAuM0U-hNXXuL6Lq,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User's TiVo DVR froze while trying to sign up for Netflix and is unresponsive.,escalate-to-agent,Agent provided troubleshooting steps for the frozen TiVo DVR but the user found them unhelpful. The agent then offered to connect the user to a support agent for further assistance.,Live TV Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeMOfmiLNpf7MtsZdTK6GSS8MEBflfqYQA3Xn8caL7Gr9vvqlHfIjPcbeRGbNu5BBChXweTc7ue,2025-02-04T02:51:16.892008Z,,14m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,PxQtR0KrhOj_LwnHpzPBg,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
